T,Pro
2316,1.194909094301368e-06
2317,1.1939720995715222e-06
2318,1.1930356571457753e-06
2319,1.1920997693640318e-06
2320,1.1911644385661976e-06
2321,1.1902296670921773e-06
2322,1.1892954572818762e-06
2323,1.1883618114752003e-06
2324,1.187428732012054e-06
2325,1.1864962212323428e-06
2326,1.1855642814759718e-06
2327,1.1846329150828465e-06
2328,1.1837021243928717e-06
2329,1.1827719117459531e-06
2330,1.1818422794819954e-06
2331,1.1809132299409041e-06
2332,1.1799847654625848e-06
2333,1.1790568883869418e-06
2334,1.1781296010538812e-06
2335,1.1772029058033076e-06
2336,1.176276804975127e-06
2337,1.1753513009092437e-06
2338,1.1744263959455633e-06
2339,1.1735020924239908e-06
2340,1.1725783926844322e-06
2341,1.1716552990667922e-06
2342,1.1707328139109759e-06
2343,1.1698109395568884e-06
2344,1.168889678344435e-06
2345,1.1679690326135214e-06
2346,1.1670490047040524e-06
2347,1.1661295969559334e-06
2348,1.1652108117090695e-06
2349,1.1642926513033658e-06
2350,1.1633751180787278e-06
2351,1.1624582143750606e-06
2352,1.1615419425322693e-06
2353,1.1606263048902592e-06
2354,1.1597113037889355e-06
2355,1.1587969415682037e-06
2356,1.1578832205679687e-06
2357,1.1569701431281357e-06
2358,1.1560577115886098e-06
2359,1.1551459282892968e-06
2360,1.1542347955701019e-06
2361,1.153324315770929e-06
2362,1.152414491231685e-06
2363,1.1515053242922742e-06
2364,1.150596817292602e-06
2365,1.1496889725725737e-06
2366,1.1487817924720944e-06
2367,1.1478752793310697e-06
2368,1.1469694354894042e-06
2369,1.1460642632870038e-06
2370,1.1451597650637728e-06
2371,1.1442559431596172e-06
2372,1.143352799914442e-06
2373,1.1424503376681525e-06
2374,1.1415485587606538e-06
2375,1.1406474655318508e-06
2376,1.1397470603216496e-06
2377,1.1388473454699545e-06
2378,1.1379483233166715e-06
2379,1.1370499962017052e-06
2380,1.136152366464961e-06
2381,1.135255436446344e-06
2382,1.13435920848576e-06
2383,1.1334636849231137e-06
2384,1.1325688680983104e-06
2385,1.1316747603512553e-06
2386,1.1307813640218537e-06
2387,1.1298886814500105e-06
2388,1.1289967149756315e-06
2389,1.1281054669386217e-06
2390,1.1272149396788862e-06
2391,1.1263251355363298e-06
2392,1.1254360568508586e-06
2393,1.1245477059623776e-06
2394,1.1236600852107914e-06
2395,1.1227731969360058e-06
2396,1.1218870434779258e-06
2397,1.1210016271764569e-06
2398,1.1201169503715037e-06
2399,1.1192330154029726e-06
2400,1.118349824610767e-06
2401,1.1174673803347937e-06
2402,1.1165856849149578e-06
2403,1.1157047406911632e-06
2404,1.1148245500033164e-06
2405,1.1139451151913224e-06
2406,1.1130664385950862e-06
2407,1.1121885225545127e-06
2408,1.1113113694095081e-06
2409,1.1104349814999766e-06
2410,1.109559361165824e-06
2411,1.108684510746955e-06
2412,1.1078104325832755e-06
2413,1.1069371290146906e-06
2414,1.1060646023811051e-06
2415,1.1051928550224246e-06
2416,1.1043218892785536e-06
2417,1.1034517074893982e-06
2418,1.1025823119948634e-06
2419,1.1017137051348542e-06
2420,1.1008458892492757e-06
2421,1.0999788666780338e-06
2422,1.0991126397610328e-06
2423,1.098247210838179e-06
2424,1.0973825822493764e-06
2425,1.0965187563345309e-06
2426,1.0956557354335479e-06
2427,1.094793521886332e-06
2428,1.0939321180327898e-06
2429,1.0930715262128242e-06
2430,1.0922117487663426e-06
2431,1.091352788033249e-06
2432,1.0904946463534487e-06
2433,1.0896373260668476e-06
2434,1.0887808295133505e-06
2435,1.0879251590328624e-06
2436,1.087070316965289e-06
2437,1.0862163056505349e-06
2438,1.0853631274285057e-06
2439,1.084510784639107e-06
2440,1.0836592796222434e-06
2441,1.0828086147178206e-06
2442,1.081958792265743e-06
2443,1.0811098146059165e-06
2444,1.0802616840782466e-06
2445,1.0794144030226378e-06
2446,1.0785679737789958e-06
2447,1.0777223986872254e-06
2448,1.076877680087232e-06
2449,1.0760338203189215e-06
2450,1.0751908217220936e-06
2451,1.0743486861354239e-06
2452,1.0735074137366437e-06
2453,1.0726670043598281e-06
2454,1.0718274578390543e-06
2455,1.0709887740083976e-06
2456,1.0701509527019342e-06
2457,1.0693139937537413e-06
2458,1.068477896997893e-06
2459,1.0676426622684674e-06
2460,1.066808289399539e-06
2461,1.0659747782251852e-06
2462,1.0651421285794816e-06
2463,1.064310340296504e-06
2464,1.0634794132103285e-06
2465,1.062649347155032e-06
2466,1.0618201419646897e-06
2467,1.060991797473378e-06
2468,1.0601643135151731e-06
2469,1.059337689924151e-06
2470,1.0585119265343884e-06
2471,1.05768702317996e-06
2472,1.0568629796949436e-06
2473,1.056039795913414e-06
2474,1.0552174716694477e-06
2475,1.054396006797121e-06
2476,1.05357540113051e-06
2477,1.0527556545036909e-06
2478,1.0519367667507386e-06
2479,1.0511187377057312e-06
2480,1.0503015672027437e-06
2481,1.049485255075852e-06
2482,1.048669801159132e-06
2483,1.0478552052866611e-06
2484,1.0470414672925142e-06
2485,1.046228587010768e-06
2486,1.0454165642754982e-06
2487,1.044605398920781e-06
2488,1.0437950907806932e-06
2489,1.0429856396893096e-06
2490,1.0421770454807075e-06
2491,1.0413693079889625e-06
2492,1.0405624270481502e-06
2493,1.0397564024923479e-06
2494,1.0389512341556305e-06
2495,1.0381469218720745e-06
2496,1.0373434654757568e-06
2497,1.0365408648007527e-06
2498,1.035739119681138e-06
2499,1.0349382299509894e-06
2500,1.0341381954443829e-06
2501,1.033339015995395e-06
2502,1.0325406914381004e-06
2503,1.031743221606577e-06
2504,1.0309466063348997e-06
2505,1.0301508454571447e-06
2506,1.0293559388073891e-06
2507,1.0285618862197072e-06
2508,1.0277686875281773e-06
2509,1.0269763425668732e-06
2510,1.026184851169873e-06
2511,1.025394213171252e-06
2512,1.0246044284050857e-06
2513,1.023815496705451e-06
2514,1.0230274179064244e-06
2515,1.0222401918420805e-06
2516,1.0214538183464967e-06
2517,1.0206682972537485e-06
2518,1.0198836283979122e-06
2519,1.019099811613064e-06
2520,1.01831684673328e-06
2521,1.0175347335926362e-06
2522,1.0167534720252085e-06
2523,1.0159730618650732e-06
2524,1.0151935029463067e-06
2525,1.0144147951029843e-06
2526,1.013636938169183e-06
2527,1.0128599319789785e-06
2528,1.0120837763664468e-06
2529,1.0113084711656643e-06
2530,1.0105340162107065e-06
2531,1.00976041133565e-06
2532,1.0089876563745712e-06
2533,1.0082157511615455e-06
2534,1.0074446955306497e-06
2535,1.006674489315959e-06
2536,1.0059051323515506e-06
2537,1.0051366244714998e-06
2538,1.0043689655098827e-06
2539,1.0036021553007758e-06
2540,1.0028361936782553e-06
2541,1.0020710804763968e-06
2542,1.001306815529277e-06
2543,1.000543398670971e-06
2544,9.997808297355557e-07
2545,9.990191085571075e-07
2546,9.982582349697019e-07
2547,9.974982088074156e-07
2548,9.967390299043234e-07
2549,9.959806980945026e-07
2550,9.952232132120291e-07
2551,9.944665750909787e-07
2552,9.93710783565428e-07
2553,9.929558384694523e-07
2554,9.922017396371283e-07
2555,9.914484869025323e-07
2556,9.906960800997397e-07
2557,9.899445190628273e-07
2558,9.89193803625871e-07
2559,9.884439336229465e-07
2560,9.876949088881306e-07
2561,9.869467292554986e-07
2562,9.861993945591268e-07
2563,9.85452904633092e-07
2564,9.847072593114695e-07
2565,9.839624584283359e-07
2566,9.832185018177672e-07
2567,9.82475389313839e-07
2568,9.817331207506285e-07
2569,9.809916959622106e-07
2570,9.80251114782662e-07
2571,9.795113770460589e-07
2572,9.78772482586477e-07
2573,9.78034431237993e-07
2574,9.772972228346822e-07
2575,9.765608572106212e-07
2576,9.758253341998863e-07
2577,9.750906536365532e-07
2578,9.743568153546983e-07
2579,9.736238191883975e-07
2580,9.728916649717264e-07
2581,9.721603525387627e-07
2582,9.714298817235807e-07
2583,9.707002523602577e-07
2584,9.699714642828688e-07
2585,9.692435173254908e-07
2586,9.685164113222004e-07
2587,9.677901461070719e-07
2588,9.670647215141831e-07
2589,9.663401373776096e-07
2590,9.65616393531427e-07
2591,9.64893489809712e-07
2592,9.641714260465406e-07
2593,9.634502020759883e-07
2594,9.62729817732132e-07
2595,9.620102728490477e-07
2596,9.612915672608114e-07
2597,9.605737008014986e-07
2598,9.59856673305186e-07
2599,9.5914048460595e-07
2600,9.584251345378658e-07
2601,9.5771062293501e-07
2602,9.569969496314592e-07
2603,9.562841144612887e-07
2604,9.555721172585752e-07
2605,9.548609578573937e-07
2606,9.54150636091822e-07
2607,9.534411517959351e-07
2608,9.527325048038091e-07
2609,9.520246949495208e-07
2610,9.513177220671455e-07
2611,9.506115859907596e-07
2612,9.499062865544392e-07
2613,9.492018235922606e-07
2614,9.484981969382996e-07
2615,9.477954064266326e-07
2616,9.470934518913353e-07
2617,9.463923331664845e-07
2618,9.456920500861556e-07
2619,9.449926024844249e-07
2620,9.442939901953689e-07
2621,9.43596213053063e-07
2622,9.428992708915839e-07
2623,9.422031635450071e-07
2624,9.415078908474092e-07
2625,9.408134526328664e-07
2626,9.401198487354543e-07
2627,9.394270789892497e-07
2628,9.38735143228328e-07
2629,9.380440412867653e-07
2630,9.373537729986386e-07
2631,9.366643381980229e-07
2632,9.359757367189948e-07
2633,9.352879683956306e-07
2634,9.34601033062006e-07
2635,9.33914930552198e-07
2636,9.332296607002813e-07
2637,9.325452233403325e-07
2638,9.318616183064288e-07
2639,9.311788454326446e-07
2640,9.304969045530573e-07
2641,9.298157955017423e-07
2642,9.291355181127758e-07
2643,9.284560722202341e-07
2644,9.277774576581933e-07
2645,9.270996742607294e-07
2646,9.264227218619186e-07
2647,9.257466002958368e-07
2648,9.250713093965605e-07
2649,9.243968489981654e-07
2650,9.237232189347275e-07
2651,9.230504190403232e-07
2652,9.223784491490289e-07
2653,9.2170730909492e-07
2654,9.21036998712073e-07
2655,9.20367517834564e-07
2656,9.196988662964694e-07
2657,9.190310439318644e-07
2658,9.183640505748261e-07
2659,9.176978860594302e-07
2660,9.170325502197524e-07
2661,9.163680428898695e-07
2662,9.157043639038568e-07
2663,9.15041513095791e-07
2664,9.143794902997486e-07
2665,9.137182953498046e-07
2666,9.130579280800362e-07
2667,9.123983883245187e-07
2668,9.117396759173281e-07
2669,9.110817906925415e-07
2670,9.10424732484234e-07
2671,9.097685011264827e-07
2672,9.091130964533625e-07
2673,9.0845851829895e-07
2674,9.078047664973219e-07
2675,9.071518408825536e-07
2676,9.064997412887213e-07
2677,9.058484675499014e-07
2678,9.051980195001698e-07
2679,9.045483969736025e-07
2680,9.038995998042756e-07
2681,9.032516278262656e-07
2682,9.026044808736483e-07
2683,9.019581587804996e-07
2684,9.013126613808962e-07
2685,9.006679885089135e-07
2686,9.00024139998628e-07
2687,8.993811156841159e-07
2688,8.987389153994529e-07
2689,8.980975389787155e-07
2690,8.974569862559798e-07
2691,8.968172570653212e-07
2692,8.961783512408169e-07
2693,8.955402686165425e-07
2694,8.949030090265737e-07
2695,8.942665723049873e-07
2696,8.936309582858587e-07
2697,8.929961668032648e-07
2698,8.923621976912806e-07
2699,8.917290507839835e-07
2700,8.910967259154488e-07
2701,8.904652229197526e-07
2702,8.898345416309718e-07
2703,8.89204681883181e-07
2704,8.885756435104573e-07
2705,8.879474263468773e-07
2706,8.873200302265161e-07
2707,8.866934549834501e-07
2708,8.860677004517561e-07
2709,8.854427664655086e-07
2710,8.848186528587855e-07
2711,8.841953594656617e-07
2712,8.835728861202138e-07
2713,8.829512326565182e-07
2714,8.823303989086502e-07
2715,8.817103847106865e-07
2716,8.810911898967027e-07
2717,8.804728143007755e-07
2718,8.798552577569808e-07
2719,8.792385200993943e-07
2720,8.786226011620924e-07
2721,8.780075007791517e-07
2722,8.773932187846473e-07
2723,8.767797550126564e-07
2724,8.76167109297254e-07
2725,8.755552814725169e-07
2726,8.749442713725213e-07
2727,8.743340788313429e-07
2728,8.737247036830582e-07
2729,8.731161457617427e-07
2730,8.725084049014728e-07
2731,8.71901480936325e-07
2732,8.712953737003748e-07
2733,8.706900830276988e-07
2734,8.700856087523725e-07
2735,8.694819507084723e-07
2736,8.688791087300749e-07
2737,8.682770826512556e-07
2738,8.676758723060906e-07
2739,8.670754775286567e-07
2740,8.66475898153029e-07
2741,8.658771340132842e-07
2742,8.652791849434982e-07
2743,8.646820507777473e-07
2744,8.640857313501078e-07
2745,8.63490226494655e-07
2746,8.628955360454658e-07
2747,8.623016598366156e-07
2748,8.617085977021812e-07
2749,8.611163494762384e-07
2750,8.605249149928633e-07
2751,8.599342940861319e-07
2752,8.593444865901209e-07
2753,8.587554923389056e-07
2754,8.58167311166562e-07
2755,8.575799429071672e-07
2756,8.569933873947963e-07
2757,8.564076444635263e-07
2758,8.558227139474324e-07
2759,8.552385956805917e-07
2760,8.546552894970789e-07
2761,8.540727952309715e-07
2762,8.534911127163448e-07
2763,8.529102417872752e-07
2764,8.523301822778392e-07
2765,8.517509340221119e-07
2766,8.5117249685417e-07
2767,8.505948706080898e-07
2768,8.50018055117947e-07
2769,8.494420502178175e-07
2770,8.488668557417784e-07
2771,8.482924715239048e-07
2772,8.477188973982733e-07
2773,8.4714613319896e-07
2774,8.465741787600406e-07
2775,8.460030339155917e-07
2776,8.454326984996889e-07
2777,8.44863172346409e-07
2778,8.442944552898273e-07
2779,8.437265471640203e-07
2780,8.431594478030643e-07
2781,8.425931570410351e-07
2782,8.420276747120084e-07
2783,8.414630006500616e-07
2784,8.408991346892697e-07
2785,8.403360766637092e-07
2786,8.39773826407456e-07
2787,8.392123837545863e-07
2788,8.386517485391762e-07
2789,8.380919205953017e-07
2790,8.375328997570392e-07
2791,8.369746858584646e-07
2792,8.364172787336537e-07
2793,8.358606782166835e-07
2794,8.353048841416292e-07
2795,8.34749896342567e-07
2796,8.341957146535736e-07
2797,8.336423389087248e-07
2798,8.330897689420966e-07
2799,8.325380045877648e-07
2800,8.319870456798059e-07
2801,8.314368920522963e-07
2802,8.308875435393114e-07
2803,8.30338999974928e-07
2804,8.297912611932215e-07
2805,8.292443270282685e-07
2806,8.286981973141449e-07
2807,8.281528718849268e-07
2808,8.276083505746907e-07
2809,8.270646332175119e-07
2810,8.265217196474671e-07
2811,8.259796096986326e-07
2812,8.254383032050838e-07
2813,8.248978000008971e-07
2814,8.243580999201491e-07
2815,8.238192027969152e-07
2816,8.232811084652721e-07
2817,8.227438167592953e-07
2818,8.222073275130611e-07
2819,8.216716405606462e-07
2820,8.211367557361256e-07
2821,8.206026728735764e-07
2822,8.200693918070739e-07
2823,8.19536912370695e-07
2824,8.190052343985152e-07
2825,8.184743577246111e-07
2826,8.17944282183058e-07
2827,8.174150076079327e-07
2828,8.168865338333113e-07
2829,8.163588606932698e-07
2830,8.15831988021884e-07
2831,8.153059156532299e-07
2832,8.147806434213847e-07
2833,8.142561711604232e-07
2834,8.137324987044223e-07
2835,8.132096258874576e-07
2836,8.126875525436053e-07
2837,8.121662785069421e-07
2838,8.116458036115433e-07
2839,8.111261276914858e-07
2840,8.106072505808444e-07
2841,8.100891721136967e-07
2842,8.09571892124118e-07
2843,8.090554104461849e-07
2844,8.085397269139725e-07
2845,8.080248413615582e-07
2846,8.075107536230169e-07
2847,8.069974635324255e-07
2848,8.0648497092386e-07
2849,8.059732756313961e-07
2850,8.054623774891108e-07
2851,8.04952276331079e-07
2852,8.04442971991378e-07
2853,8.039344643040823e-07
2854,8.034267531032693e-07
2855,8.029198382230149e-07
2856,8.024137194973954e-07
2857,8.019083967604862e-07
2858,8.014038698463639e-07
2859,8.009001385891045e-07
2860,8.003972028227844e-07
2861,7.99895062381479e-07
2862,7.99393717099265e-07
2863,7.988931668102184e-07
2864,7.983934113484148e-07
2865,7.978944505479314e-07
2866,7.973962842428432e-07
2867,7.968989122672267e-07
2868,7.964023344551582e-07
2869,7.959065506407133e-07
2870,7.954115606579685e-07
2871,7.949173643410003e-07
2872,7.944239615238838e-07
2873,7.93931352040696e-07
2874,7.934395357255123e-07
2875,7.929485124124092e-07
2876,7.92458281935463e-07
2877,7.919688441287493e-07
2878,7.914801988263448e-07
2879,7.90992345862325e-07
2880,7.905052850707661e-07
2881,7.900190162857447e-07
2882,7.895335393413361e-07
2883,7.890488540716175e-07
2884,7.885649603106638e-07
2885,7.880818578925519e-07
2886,7.875995466513578e-07
2887,7.871180264211573e-07
2888,7.866372970360266e-07
2889,7.86157358330042e-07
2890,7.856782101372797e-07
2891,7.851998522918152e-07
2892,7.847222846277252e-07
2893,7.842455069790853e-07
2894,7.837695191799723e-07
2895,7.832943210644618e-07
2896,7.8281991246663e-07
2897,7.823462932205529e-07
2898,7.818734631603066e-07
2899,7.814014221199677e-07
2900,7.809301699336114e-07
2901,7.804597064353145e-07
2902,7.799900314591532e-07
2903,7.79521144839203e-07
2904,7.790530464095404e-07
2905,7.785857360042415e-07
2906,7.781192134573822e-07
2907,7.77653478603039e-07
2908,7.771885312752874e-07
2909,7.767243713082041e-07
2910,7.762609985358646e-07
2911,7.757984127923452e-07
2912,7.75336613911723e-07
2913,7.748756017280726e-07
2914,7.74415376075471e-07
2915,7.739559367879939e-07
2916,7.734972836997174e-07
2917,7.73039416644718e-07
2918,7.725823354570714e-07
2919,7.721260399708539e-07
2920,7.716705300201419e-07
2921,7.712158054390106e-07
2922,7.707618660615371e-07
2923,7.703087117217969e-07
2924,7.698563422538662e-07
2925,7.694047574918213e-07
2926,7.689539572697379e-07
2927,7.68503941421693e-07
2928,7.680547097817616e-07
2929,7.676062621840204e-07
2930,7.671585984625456e-07
2931,7.667117184514126e-07
2932,7.662656219846982e-07
2933,7.658203088964783e-07
2934,7.653757790208291e-07
2935,7.649320321918266e-07
2936,7.644890682435468e-07
2937,7.640468870100659e-07
2938,7.636054883254603e-07
2939,7.631648720238057e-07
2940,7.627250379391783e-07
2941,7.622859859056541e-07
2942,7.618477157573091e-07
2943,7.6141022732822e-07
2944,7.609735204524624e-07
2945,7.605375949641126e-07
2946,7.601024506972467e-07
2947,7.596680874859407e-07
2948,7.592345051642706e-07
2949,7.588017035663125e-07
2950,7.583696825261429e-07
2951,7.579384418778376e-07
2952,7.575079814554728e-07
2953,7.570783010931245e-07
2954,7.566494006248688e-07
2955,7.562212798847819e-07
2956,7.557939387069399e-07
2957,7.553673769254187e-07
2958,7.549415943742947e-07
2959,7.545165908876438e-07
2960,7.540923662995422e-07
2961,7.536689204440661e-07
2962,7.532462531552913e-07
2963,7.52824364267294e-07
2964,7.524032536141507e-07
2965,7.51982921029937e-07
2966,7.515633663487291e-07
2967,7.511445894046035e-07
2968,7.507265900316355e-07
2969,7.503093680639022e-07
2970,7.498929233354788e-07
2971,7.494772556804423e-07
2972,7.490623649328678e-07
2973,7.486482509268318e-07
2974,7.482349134964112e-07
2975,7.478223524756807e-07
2976,7.474105676987174e-07
2977,7.46999558999597e-07
2978,7.46589326212396e-07
2979,7.461798691711903e-07
2980,7.457711877100554e-07
2981,7.453632816630682e-07
2982,7.449561508643047e-07
2983,7.445497951478406e-07
2984,7.441442143477523e-07
2985,7.437394082981159e-07
2986,7.433353768330073e-07
2987,7.42932119786503e-07
2988,7.425296369926786e-07
2989,7.421279282856106e-07
2990,7.417269934993747e-07
2991,7.413268324680474e-07
2992,7.409274450257047e-07
2993,7.405288310064226e-07
2994,7.401309902442773e-07
2995,7.397339225733449e-07
2996,7.393376278277012e-07
2997,7.38942105841423e-07
2998,7.385473564485857e-07
2999,7.381533794832657e-07
3000,7.377601747795391e-07
3001,7.37367742171482e-07
3002,7.369760814931707e-07
3003,7.365851925786808e-07
3004,7.361950752620886e-07
3005,7.358057293774706e-07
3006,7.354171547589024e-07
3007,7.350293512404602e-07
3008,7.346423186562205e-07
3009,7.342560568402589e-07
3010,7.338705656266517e-07
3011,7.334858448494749e-07
3012,7.331018943428048e-07
3013,7.327187139407175e-07
3014,7.323363034772889e-07
3015,7.319546627865955e-07
3016,7.315737917027128e-07
3017,7.311936900597173e-07
3018,7.308143576916851e-07
3019,7.304357944326921e-07
3020,7.300580001168147e-07
3021,7.296809745781287e-07
3022,7.293047176507105e-07
3023,7.28929229168636e-07
3024,7.285545089659811e-07
3025,7.281805568768222e-07
3026,7.278073727352357e-07
3027,7.27434956375297e-07
3028,7.270633076310827e-07
3029,7.266924263366685e-07
3030,7.26322312326131e-07
3031,7.259529654335462e-07
3032,7.255843854929897e-07
3033,7.252165723385382e-07
3034,7.248495258042675e-07
3035,7.244832457242538e-07
3036,7.241177319325732e-07
3037,7.237529842633017e-07
3038,7.233890025505156e-07
3039,7.230257866282908e-07
3040,7.226633363307034e-07
3041,7.223016514918296e-07
3042,7.219407319457456e-07
3043,7.215805775265273e-07
3044,7.21221188068251e-07
3045,7.208625634049926e-07
3046,7.205047033708285e-07
3047,7.201476077998344e-07
3048,7.197912765260865e-07
3049,7.194357093836613e-07
3050,7.190809062066344e-07
3051,7.187268668290822e-07
3052,7.183735910850809e-07
3053,7.18021078808706e-07
3054,7.176693298340343e-07
3055,7.173183439951415e-07
3056,7.16968121126104e-07
3057,7.166186610609976e-07
3058,7.162699636338986e-07
3059,7.159220286788831e-07
3060,7.155748560300269e-07
3061,7.152284455214064e-07
3062,7.148827969870977e-07
3063,7.145379102611768e-07
3064,7.1419378517772e-07
3065,7.138504215708031e-07
3066,7.135078192745024e-07
3067,7.13165978122894e-07
3068,7.12824897950054e-07
3069,7.124845785900581e-07
3070,7.121450198769832e-07
3071,7.118062216449049e-07
3072,7.114681837278992e-07
3073,7.111309059600425e-07
3074,7.107943881754104e-07
3075,7.1045863020808e-07
3076,7.101236318921264e-07
3077,7.097893930616261e-07
3078,7.094559135506554e-07
3079,7.091231931932899e-07
3080,7.087912318236063e-07
3081,7.084600292756802e-07
3082,7.081295853835878e-07
3083,7.077998999814055e-07
3084,7.074709729032089e-07
3085,7.071428039830749e-07
3086,7.068153930550787e-07
3087,7.064887399532969e-07
3088,7.061628445118057e-07
3089,7.058377065646806e-07
3090,7.055133259459986e-07
3091,7.051897024898352e-07
3092,7.048668360302664e-07
3093,7.045447264013688e-07
3094,7.042233734372178e-07
3095,7.039027769718904e-07
3096,7.035829368394621e-07
3097,7.03263852874009e-07
3098,7.029455249096074e-07
3099,7.026279527803334e-07
3100,7.023111363202628e-07
3101,7.019950753634725e-07
3102,7.016797697440375e-07
3103,7.013652192960347e-07
3104,7.010514238535399e-07
3105,7.007383832506293e-07
3106,7.00426097321379e-07
3107,7.00114565899865e-07
3108,6.998037888201635e-07
3109,6.994937659163505e-07
3110,6.991844970225022e-07
3111,6.988759819726946e-07
3112,6.98568220601004e-07
3113,6.98261212741506e-07
3114,6.979549582282777e-07
3115,6.976494568953942e-07
3116,6.973447085769322e-07
3117,6.970407131069675e-07
3118,6.967374703195761e-07
3119,6.964349800488347e-07
3120,6.961332421288187e-07
3121,6.958322563936045e-07
3122,6.955320226772682e-07
3123,6.952325408138859e-07
3124,6.949338106375339e-07
3125,6.946358319822879e-07
3126,6.943386046822242e-07
3127,6.940421285714192e-07
3128,6.937464034839485e-07
3129,6.934514292538885e-07
3130,6.931572057153153e-07
3131,6.928637327023046e-07
3132,6.92571010048933e-07
3133,6.922790375892766e-07
3134,6.919878151574113e-07
3135,6.916973425874131e-07
3136,6.914076197133582e-07
3137,6.911186463693229e-07
3138,6.908304223893831e-07
3139,6.90542947607615e-07
3140,6.902562218580946e-07
3141,6.899702449748978e-07
3142,6.896850167921013e-07
3143,6.894005371437806e-07
3144,6.891168058640122e-07
3145,6.888338227868722e-07
3146,6.885515877464362e-07
3147,6.882701005767812e-07
3148,6.879893611119824e-07
3149,6.877093691861163e-07
3150,6.874301246332591e-07
3151,6.871516272874866e-07
3152,6.868738769828753e-07
3153,6.865968735535009e-07
3154,6.863206168334398e-07
3155,6.86045106656768e-07
3156,6.857703428575615e-07
3157,6.854963252698966e-07
3158,6.852230537278493e-07
3159,6.849505280654956e-07
3160,6.846787481169119e-07
3161,6.844077137161738e-07
3162,6.841374246973579e-07
3163,6.8386788089454e-07
3164,6.835990821417966e-07
3165,6.833310282732033e-07
3166,6.830637191228363e-07
3167,6.827971545247721e-07
3168,6.825313343130864e-07
3169,6.822662583218553e-07
3170,6.820019263851553e-07
3171,6.817383383370621e-07
3172,6.814754940116518e-07
3173,6.81213393243001e-07
3174,6.809520358651851e-07
3175,6.806914217122805e-07
3176,6.804315506183637e-07
3177,6.801724224175102e-07
3178,6.799140369437964e-07
3179,6.796563940312983e-07
3180,6.793994935140921e-07
3181,6.79143335226254e-07
3182,6.788879190018597e-07
3183,6.786332446749859e-07
3184,6.783793120797082e-07
3185,6.781261210501027e-07
3186,6.778736714202458e-07
3187,6.776219630242136e-07
3188,6.773709956960818e-07
3189,6.77120769269927e-07
3190,6.768712835798251e-07
3191,6.766225384598522e-07
3192,6.763745337440843e-07
3193,6.761272692665976e-07
3194,6.758807448614683e-07
3195,6.756349603627723e-07
3196,6.753899156045858e-07
3197,6.751456104209849e-07
3198,6.749020446460457e-07
3199,6.746592181138442e-07
3200,6.744171306584569e-07
3201,6.741757821139596e-07
3202,6.739351723144281e-07
3203,6.73695301093939e-07
3204,6.734561682865683e-07
3205,6.732177737263918e-07
3206,6.729801172474859e-07
3207,6.727431986839268e-07
3208,6.725070178697904e-07
3209,6.722715746391528e-07
3210,6.720368688260902e-07
3211,6.718029002646785e-07
3212,6.71569668788994e-07
3213,6.713371742331129e-07
3214,6.711054164311107e-07
3215,6.708743952170645e-07
3216,6.706441104250493e-07
3217,6.704145618891422e-07
3218,6.701857494434185e-07
3219,6.699576729219549e-07
3220,6.697303321588273e-07
3221,6.695037269881118e-07
3222,6.692778572438844e-07
3223,6.690527227602213e-07
3224,6.688283233711982e-07
3225,6.68604658910892e-07
3226,6.683817292133783e-07
3227,6.681595341127335e-07
3228,6.679380734430332e-07
3229,6.677173470383538e-07
3230,6.674973547327715e-07
3231,6.672780963603621e-07
3232,6.670595717552021e-07
3233,6.668417807513674e-07
3234,6.66624723182934e-07
3235,6.664083988839783e-07
3236,6.66192807688576e-07
3237,6.659779494308032e-07
3238,6.657638239447365e-07
3239,6.655504310644518e-07
3240,6.653377706240251e-07
3241,6.651258424575323e-07
3242,6.649146463990499e-07
3243,6.647041822826537e-07
3244,6.6449444994242e-07
3245,6.642854492124249e-07
3246,6.640771799267445e-07
3247,6.638696419194546e-07
3248,6.636628350246318e-07
3249,6.634567590763516e-07
3250,6.632514139086907e-07
3251,6.630467993557248e-07
3252,6.628429152515302e-07
3253,6.626397614301832e-07
3254,6.624373377257595e-07
3255,6.622356439723352e-07
3256,6.620346800039867e-07
3257,6.618344456547899e-07
3258,6.61634940758821e-07
3259,6.614361651501561e-07
3260,6.612381186628712e-07
3261,6.610408011310426e-07
3262,6.60844212388746e-07
3263,6.606483522700581e-07
3264,6.604532206090546e-07
3265,6.602588172398115e-07
3266,6.600651419964054e-07
3267,6.598721947129118e-07
3268,6.596799752234073e-07
3269,6.594884833619676e-07
3270,6.592977189626692e-07
3271,6.591076818595881e-07
3272,6.589183718868e-07
3273,6.587297888783813e-07
3274,6.585419326684083e-07
3275,6.583548030909568e-07
3276,6.581683999801031e-07
3277,6.579827231699233e-07
3278,6.577977724944931e-07
3279,6.576135477878893e-07
3280,6.574300488841873e-07
3281,6.572472756174636e-07
3282,6.570652278217944e-07
3283,6.568839053312556e-07
3284,6.567033079799232e-07
3285,6.565234356018735e-07
3286,6.563442880311826e-07
3287,6.561658651019266e-07
3288,6.559881666481813e-07
3289,6.558111925040234e-07
3290,6.556349425035284e-07
3291,6.554594164807725e-07
3292,6.552846142698323e-07
3293,6.551105357047832e-07
3294,6.54937180619702e-07
3295,6.547645488486643e-07
3296,6.545926402257464e-07
3297,6.544214545850246e-07
3298,6.542509917605745e-07
3299,6.540812515864726e-07
3300,6.539122338967948e-07
3301,6.537439385256172e-07
